Fecha,Agente Representante,Total Generado
2022-01-07,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,134526.58
2022-01-07,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,9871.599999999999
2022-01-07,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,95804.0
2022-01-07,EMPRESA URRA S.A. E.S.P.,1905307.38
2022-01-07,EMPRESAS PUBLICAS DE CALARCA ESP,32794.1
2022-01-07,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,41880202.809999995
2022-01-07,ENEL COLOMBIA SA ESP,53886074.470000006
2022-01-07,ENERCO S.A. E.S.P.,40469.9
2022-01-07,ENERGETICA S.A. E.S.P.,13378.560000000001
2022-01-07,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,171481.13
2022-01-07,ENERGIA DEL SUROESTE S.A. E.S.P.,161981.52
2022-01-07,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,46561.68
2022-01-07,ESPACIO PRODUCTIVO S.A.S. E.S.P.,186305.84999999998
2022-01-07,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,6802.33
2022-01-07,GENERADORA ALEJANDRIA S.A.S. E.S.P.,277433.0
2022-01-07,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,7102296.38
2022-01-07,GENERPUTUMAYO S.A.S. E.S.P.,19023.510000000002
2022-01-07,GENERSA S.A.S. E.S.P.,233598.0
2022-01-07,HIDROELECTRICA BARRANCAS SAS ESP,59522.0
2022-01-07,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,1098.3600000000001
2022-01-07,HIDROTOLIMA S.A. E.S.P.,188569.48
2022-01-07,HZ ENERGY S.A.S. E.S.P.,47292.950000000004
2022-01-07,IAC ENERGY S.A.S. E.S.P.,47912.55
2022-01-07,ISAGEN S.A. E.S.P.,56138483.629999995
2022-01-07,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,913452.0
2022-01-07,P.CH EL COCUYO SAS ESP,11384.45
2022-01-07,PRIME TERMOFLORES S.A.S. E.S.P.,565792.52
2022-01-07,PROELECTRICA S.A.S E.S.P.,865875.89
2022-01-07,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,379800.0
2022-01-07,RIOPAILA ENERGÍA S.A.S. E.S.P.,2601.6000000000004
2022-01-07,RISARALDA ENERGIA S.A.S. E.S.P.,205946.0
2022-01-07,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,18497.120000000003
2022-01-07,TERMO MECHERO MORRO S.A.S E.S.P ,1312044.91
2022-01-07,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,9291321.92
2022-01-07,TERMONORTE S.A.S. E.S.P.,746208.8999999999
2022-01-07,TERMOPIEDRAS S.A. E.S.P.,64151.31
2022-01-07,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,3567821.88
2022-01-07,VATIA S.A. E.S.P.,460274.55
2022-01-08,4E GROUP S.A.S E.S.P.,13867.2
2022-01-08,AES COLOMBIA & CIA. S.C.A. E.S.P.,935274.8799999999
2022-01-08,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,126684.48000000001
2022-01-08,AURES BAJO S.A.S. E.S.P.,386367.8
2022-01-08,BIOGAS COLOMBIA S.A.S. E.S.P ,13906.800000000001
2022-01-08,CCG ENERGY S.A.S. E.S.P.,14673.0
2022-01-08,CELSIA COLOMBIA S.A. E.S.P.,16719439.49
2022-01-08,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,95158.79999999999
2022-01-08,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,565539.42
2022-01-08,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,309954.17
2022-01-08,COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A. E.S.P.,1956052.94
2022-01-08,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,14455.16
2022-01-08,DEPI ENERGY S.A.S. E.S.P.,38713.159999999996
2022-01-08,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,54392.7
2022-01-08,ELECTRIFICADORA DEL META S.A. E.S.P.,1116.0
2022-01-08,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,599550.82
2022-01-08,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,151116.73
2022-01-08,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,9583.640000000001
2022-01-08,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,88770.0
2022-01-08,EMPRESA URRA S.A. E.S.P.,1905833.81
2022-01-08,EMPRESAS PUBLICAS DE CALARCA ESP,17502.239999999998
2022-01-08,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,53296676.13
2022-01-08,ENEL COLOMBIA SA ESP,33205409.49
2022-01-08,ENERCO S.A. E.S.P.,41226.799999999996
2022-01-08,ENERGETICA S.A. E.S.P.,11580.2
2022-01-08,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,170188.8
2022-01-08,ENERGIA DEL SUROESTE S.A. E.S.P.,160447.57
2022-01-08,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,46085.16
2022-01-08,ESPACIO PRODUCTIVO S.A.S. E.S.P.,219642.75
2022-01-08,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,7001.91
2022-01-08,GENERADORA ALEJANDRIA S.A.S. E.S.P.,185590.0
2022-01-08,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,6928978.880000001
2022-01-08,GENERPUTUMAYO S.A.S. E.S.P.,18824.190000000002
2022-01-08,GENERSA S.A.S. E.S.P.,240906.0
2022-01-08,GESTION ENERGETICA S.A. E.S.P.,0.0
2022-01-08,HIDROELECTRICA BARRANCAS SAS ESP,57232.0
2022-01-08,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,2220309.2
2022-01-08,HIDROTOLIMA S.A. E.S.P.,165281.88
2022-01-08,HZ ENERGY S.A.S. E.S.P.,33006.43
2022-01-08,IAC ENERGY S.A.S. E.S.P.,51653.94
2022-01-08,ISAGEN S.A. E.S.P.,60742647.2
2022-01-08,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,931404.19
2022-01-08,P.CH EL COCUYO SAS ESP,10047.009999999998
2022-01-08,PRIME TERMOFLORES S.A.S. E.S.P.,2496965.3899999997
2022-01-08,PROELECTRICA S.A.S E.S.P.,1212150.37
2022-01-08,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,689544.0
2022-01-08,RIOPAILA ENERGÍA S.A.S. E.S.P.,213864.90000000002
2022-01-08,RISARALDA ENERGIA S.A.S. E.S.P.,168608.0
2022-01-08,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,19408.620000000003
2022-01-08,TERMO MECHERO MORRO S.A.S E.S.P ,1386051.69
2022-01-08,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,4858546.61
2022-01-08,TERMONORTE S.A.S. E.S.P.,755317.3999999999
2022-01-08,TERMOPIEDRAS S.A. E.S.P.,81301.9
2022-01-08,TERMOTASAJERO S.A. E.S.P.,0.0
2022-01-08,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,3398846.1000000006
2022-01-08,VATIA S.A. E.S.P.,455719.08
2022-01-09,4E GROUP S.A.S E.S.P.,18631.800000000003
2022-01-09,AES COLOMBIA & CIA. S.C.A. E.S.P.,1960351.8000000003
2022-01-09,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,137363.22
2022-01-09,AURES BAJO S.A.S. E.S.P.,360523.30000000005
2022-01-09,BIOGAS COLOMBIA S.A.S. E.S.P ,9290.04
2022-01-09,CCG ENERGY S.A.S. E.S.P.,10919.0
2022-01-09,CELSIA COLOMBIA S.A. E.S.P.,16010420.7
2022-01-09,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,86418.2
2022-01-09,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,563036.0800000001
2022-01-09,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,298790.05
2022-01-09,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,14450.150000000001
2022-01-09,DEPI ENERGY S.A.S. E.S.P.,41031.7
2022-01-09,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,52243.78
2022-01-09,ELECTRIFICADORA DEL META S.A. E.S.P.,78.0
2022-01-09,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,598617.84
2022-01-09,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,156712.9
2022-01-09,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,9751.31
2022-01-09,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,86829.0
2022-01-09,EMPRESA URRA S.A. E.S.P.,1905206.7200000002
2022-01-09,EMPRESAS PUBLICAS DE CALARCA ESP,17467.78
2022-01-09,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,43431852.75
2022-01-09,ENEL COLOMBIA SA ESP,46662086.940000005
2022-01-09,ENERCO S.A. E.S.P.,38444.46
2022-01-09,ENERGETICA S.A. E.S.P.,11000.09
2022-01-09,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,176211.6
2022-01-09,ENERGIA DEL SUROESTE S.A. E.S.P.,138446.59999999998
2022-01-09,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,45075.03
2022-01-09,ESPACIO PRODUCTIVO S.A.S. E.S.P.,219066.75
2022-01-09,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,7180.77
2022-01-09,GENERADORA ALEJANDRIA S.A.S. E.S.P.,172962.0
2022-01-09,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,6754177.029999999
2022-01-09,GENERPUTUMAYO S.A.S. E.S.P.,16788.74
2022-01-09,GENERSA S.A.S. E.S.P.,243282.0
2022-01-09,HIDROELECTRICA BARRANCAS SAS ESP,55008.0
2022-01-09,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,2027536.8899999997
2022-01-09,HIDROTOLIMA S.A. E.S.P.,159673.27
2022-01-09,HZ ENERGY S.A.S. E.S.P.,24075.41
2022-01-09,IAC ENERGY S.A.S. E.S.P.,52960.18
2022-01-09,ISAGEN S.A. E.S.P.,44911850.29
2022-01-09,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,934462.04
2022-01-09,P.CH EL COCUYO SAS ESP,9381.46
2022-01-09,PRIME TERMOFLORES S.A.S. E.S.P.,18327.36
2022-01-09,PROELECTRICA S.A.S E.S.P.,1202551.88
2022-01-09,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,728208.0
2022-01-09,RIOPAILA ENERGÍA S.A.S. E.S.P.,250522.8
2022-01-09,RISARALDA ENERGIA S.A.S. E.S.P.,260517.0
2022-01-09,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,19171.02
2022-01-09,TERMO MECHERO MORRO S.A.S E.S.P ,1386736.39
2022-01-09,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,4834329.58
2022-01-09,TERMONORTE S.A.S. E.S.P.,803622.7
2022-01-09,TERMOPIEDRAS S.A. E.S.P.,70436.84
2022-01-09,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,3327373.99
2022-01-09,VATIA S.A. E.S.P.,425427.82
2022-01-09,VOLTAJE EMPRESARIAL S.A.S. E.S.P.,1672.8000000000002
2022-01-10,4E GROUP S.A.S E.S.P.,15919.800000000001
2022-01-10,AES COLOMBIA & CIA. S.C.A. E.S.P.,7119993.26
2022-01-10,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,160416.71
2022-01-10,AURES BAJO S.A.S. E.S.P.,335082.3
2022-01-10,BIOGAS COLOMBIA S.A.S. E.S.P ,12031.2
2022-01-10,CCG ENERGY S.A.S. E.S.P.,12089.0
2022-01-10,CELSIA COLOMBIA S.A. E.S.P.,15306985.4
2022-01-10,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,87335.6
2022-01-10,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,515130.72
2022-01-10,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,290681.33999999997
2022-01-10,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,14365.97
2022-01-10,DEPI ENERGY S.A.S. E.S.P.,38530.46
2022-01-10,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,54415.25
2022-01-10,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,597531.42
2022-01-10,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,152629.12
2022-01-10,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,9833.88
2022-01-10,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,96180.0
2022-01-10,EMPRESA URRA S.A. E.S.P.,1905636.4700000002
2022-01-10,EMPRESAS PUBLICAS DE CALARCA ESP,14901.48
2022-01-10,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,37670098.5
2022-01-10,ENEL COLOMBIA SA ESP,29678401.399999995
2022-01-10,ENERCO S.A. E.S.P.,36417.92
2022-01-10,ENERGETICA S.A. E.S.P.,11475.939999999999
2022-01-10,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,176178.0
2022-01-10,ENERGIA DEL SUROESTE S.A. E.S.P.,128227.5
2022-01-10,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,43858.32
2022-01-10,ESPACIO PRODUCTIVO S.A.S. E.S.P.,213024.6
2022-01-10,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,7143.62
2022-01-10,GENERADORA ALEJANDRIA S.A.S. E.S.P.,172241.0
2022-01-10,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,6962183.069999999
2022-01-10,GENERPUTUMAYO S.A.S. E.S.P.,11767.85
2022-01-10,GENERSA S.A.S. E.S.P.,229626.0
2022-01-10,GESTION ENERGETICA S.A. E.S.P.,0.0
2022-01-10,HIDROELECTRICA BARRANCAS SAS ESP,58598.0
2022-01-10,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,1784279.3900000001
2022-01-10,HIDROTOLIMA S.A. E.S.P.,164739.56
2022-01-10,HZ ENERGY S.A.S. E.S.P.,29947.910000000003
2022-01-10,IAC ENERGY S.A.S. E.S.P.,53834.68
2022-01-10,ISAGEN S.A. E.S.P.,65016830.04000001
2022-01-10,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,938332.64
2022-01-10,P.CH EL COCUYO SAS ESP,5952.74
2022-01-10,PROELECTRICA S.A.S E.S.P.,991837.0
2022-01-10,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,698616.0
2022-01-10,RIOPAILA ENERGÍA S.A.S. E.S.P.,234804.60000000003
2022-01-10,RISARALDA ENERGIA S.A.S. E.S.P.,371480.0
2022-01-10,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,8391.24
2022-01-10,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,18902.4
2022-01-10,TERMO MECHERO MORRO S.A.S E.S.P ,1386888.16
2022-01-10,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,4592066.779999999
2022-01-10,TERMONORTE S.A.S. E.S.P.,806628.1
2022-01-10,TERMOPIEDRAS S.A. E.S.P.,95356.56
2022-01-10,TERMOTASAJERO S.A. E.S.P.,0.0
2022-01-10,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,3376695.8
2022-01-10,VATIA S.A. E.S.P.,411497.31
2022-01-11,4E GROUP S.A.S E.S.P.,16159.8
2022-01-11,AES COLOMBIA & CIA. S.C.A. E.S.P.,15142074.030000001
2022-01-11,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,101833.73000000001
2022-01-11,AURES BAJO S.A.S. E.S.P.,321128.1
2022-01-11,BIOGAS COLOMBIA S.A.S. E.S.P ,6511.92
2022-01-11,CCG ENERGY S.A.S. E.S.P.,19420.0
2022-01-11,CELSIA COLOMBIA S.A. E.S.P.,18274255.05
2022-01-11,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,82297.6
2022-01-11,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,440148.99
2022-01-11,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,237727.10999999996
2022-01-11,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,14454.170000000002
2022-01-11,DEPI ENERGY S.A.S. E.S.P.,38428.65
2022-01-11,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,54675.97
2022-01-11,ELECTRIFICADORA DEL META S.A. E.S.P.,1002.0
2022-01-11,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,586418.47
2022-01-11,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,134412.9
2022-01-11,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,9535.11
2022-01-11,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,103299.0
2022-01-11,EMPRESA URRA S.A. E.S.P.,1905248.59
2022-01-11,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,52901197.08
2022-01-11,ENEL COLOMBIA SA ESP,50604287.28
2022-01-11,ENERCO S.A. E.S.P.,38436.15
2022-01-11,ENERGETICA S.A. E.S.P.,12717.619999999999
2022-01-11,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,176043.6
2022-01-11,ENERGIA DEL SUROESTE S.A. E.S.P.,116421.5
2022-01-11,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,47379.09
2022-01-11,ESPACIO PRODUCTIVO S.A.S. E.S.P.,220619.69999999998
2022-01-11,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,7149.95
2022-01-11,GENERADORA ALEJANDRIA S.A.S. E.S.P.,173578.0
2022-01-11,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,7072039.8
2022-01-11,GENERPUTUMAYO S.A.S. E.S.P.,12451.19
2022-01-11,GENERSA S.A.S. E.S.P.,229908.0
2022-01-11,GESTION ENERGETICA S.A. E.S.P.,2281005.2
2022-01-11,HIDROELECTRICA BARRANCAS SAS ESP,54423.0
2022-01-11,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,1867503.33
2022-01-11,HIDROTOLIMA S.A. E.S.P.,168905.68
2022-01-11,HZ ENERGY S.A.S. E.S.P.,42494.22
2022-01-11,IAC ENERGY S.A.S. E.S.P.,45293.72
2022-01-11,ISAGEN S.A. E.S.P.,26569425.990000002
2022-01-11,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,819304.88
2022-01-11,P.CH EL COCUYO SAS ESP,10674.75
2022-01-11,PRIME TERMOFLORES S.A.S. E.S.P.,1186736.7000000002
2022-01-11,PROELECTRICA S.A.S E.S.P.,264958.85
2022-01-11,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,707472.0
2022-01-11,RIOPAILA ENERGÍA S.A.S. E.S.P.,246936.0
2022-01-11,RISARALDA ENERGIA S.A.S. E.S.P.,336084.0
2022-01-11,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,5136.120000000001
2022-01-11,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,18260.88
2022-01-11,TERMO MECHERO MORRO S.A.S E.S.P ,1387015.5899999999
2022-01-11,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,8999867.78
2022-01-11,TERMONORTE S.A.S. E.S.P.,763730.3999999999
2022-01-11,TERMOPIEDRAS S.A. E.S.P.,92649.0
2022-01-11,TERMOTASAJERO DOS S.A. E.S.P. ,2140102.1999999997
2022-01-11,TERMOTASAJERO S.A. E.S.P.,2153450.7800000003
2022-01-11,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,3389272.6199999996
2022-01-11,VATIA S.A. E.S.P.,611538.91
2022-01-12,4E GROUP S.A.S E.S.P.,18105.0
2022-01-12,AES COLOMBIA & CIA. S.C.A. E.S.P.,10367082.66
2022-01-12,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,135393.23
2022-01-12,AURES BAJO S.A.S. E.S.P.,324264.3
2022-01-12,BIOGAS COLOMBIA S.A.S. E.S.P ,12312.84
2022-01-12,CCG ENERGY S.A.S. E.S.P.,22110.0
2022-01-12,CELSIA COLOMBIA S.A. E.S.P.,22784212.57
2022-01-12,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,77508.20000000001
2022-01-12,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,565258.02
2022-01-12,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,277652.7
2022-01-12,COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A. E.S.P.,2382652.8200000003
2022-01-12,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,10533.47
2022-01-12,DEPI ENERGY S.A.S. E.S.P.,39094.84
2022-01-12,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,53769.509999999995
2022-01-12,ELECTRIFICADORA DEL META S.A. E.S.P.,3096.0
2022-01-12,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,586026.28
2022-01-12,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,145705.02000000002
2022-01-12,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,9555.349999999999
2022-01-12,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,110294.1
2022-01-12,EMPRESA URRA S.A. E.S.P.,1904050.54
2022-01-12,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,59043361.79
2022-01-12,ENEL COLOMBIA SA ESP,29980607.99
2022-01-12,ENERCO S.A. E.S.P.,34252.24
2022-01-12,ENERGETICA S.A. E.S.P.,12421.75
2022-01-12,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,175892.40000000002
2022-01-12,ENERGIA DEL SUROESTE S.A. E.S.P.,108035.70000000001
2022-01-12,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,47379.42
2022-01-12,ESPACIO PRODUCTIVO S.A.S. E.S.P.,220232.25
2022-01-12,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,7179.77
2022-01-12,GENERADORA ALEJANDRIA S.A.S. E.S.P.,194873.0
2022-01-12,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,10933396.91
2022-01-12,GENERPUTUMAYO S.A.S. E.S.P.,16191.42
2022-01-12,GENERSA S.A.S. E.S.P.,236748.0
2022-01-12,GESTION ENERGETICA S.A. E.S.P.,3123785.0
2022-01-12,HIDROELECTRICA BARRANCAS SAS ESP,24197.95
2022-01-12,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,1915967.4
2022-01-12,HIDROTOLIMA S.A. E.S.P.,162804.71
2022-01-12,HZ ENERGY S.A.S. E.S.P.,48615.18
2022-01-12,IAC ENERGY S.A.S. E.S.P.,49358.28
2022-01-12,ISAGEN S.A. E.S.P.,36452426.739999995
2022-01-12,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,641827.42
2022-01-12,P.CH EL COCUYO SAS ESP,10449.39
2022-01-12,PRIME TERMOFLORES S.A.S. E.S.P.,1083665.1
2022-01-12,PROELECTRICA S.A.S E.S.P.,146972.59
2022-01-12,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,695808.0
2022-01-12,RIOPAILA ENERGÍA S.A.S. E.S.P.,254758.5
2022-01-12,RISARALDA ENERGIA S.A.S. E.S.P.,301646.0
2022-01-12,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,11434.28
2022-01-12,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,17601.539999999997
2022-01-12,TERMO MECHERO MORRO S.A.S E.S.P ,1387122.38
2022-01-12,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,8671891.530000001
2022-01-12,TERMONORTE S.A.S. E.S.P.,758912.0
2022-01-12,TERMOPIEDRAS S.A. E.S.P.,89506.97
2022-01-12,TERMOTASAJERO DOS S.A. E.S.P. ,4092412.75
2022-01-12,TERMOTASAJERO S.A. E.S.P.,3974723.23
2022-01-12,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,3367309.4899999998
2022-01-12,VATIA S.A. E.S.P.,505721.52999999997
2022-01-12,VOLTAJE EMPRESARIAL S.A.S. E.S.P.,3075.16
2022-01-13,4E GROUP S.A.S E.S.P.,18277.8
2022-01-13,AES COLOMBIA & CIA. S.C.A. E.S.P.,12156893.57
2022-01-13,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,131329.25
2022-01-13,AURES BAJO S.A.S. E.S.P.,318473.6
2022-01-13,BIOGAS COLOMBIA S.A.S. E.S.P ,11996.039999999999
2022-01-13,CCG ENERGY S.A.S. E.S.P.,19803.0
2022-01-13,CELSIA COLOMBIA S.A. E.S.P.,22129567.23
2022-01-13,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,75671.19999999998
2022-01-13,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,467410.95
2022-01-13,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,268774.44
2022-01-13,COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A. E.S.P.,3854314.95
2022-01-13,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,7644.339999999999
2022-01-13,DEPI ENERGY S.A.S. E.S.P.,38321.74
2022-01-13,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,53665.76
2022-01-13,ELECTRIFICADORA DEL META S.A. E.S.P.,1302.0
2022-01-13,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,583147.12
2022-01-13,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,148777.62
2022-01-13,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,6280.38
2022-01-13,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,135643.2
2022-01-13,EMPRESA URRA S.A. E.S.P.,1904857.2200000002
2022-01-13,EMPRESAS PUBLICAS DE CALARCA ESP,0.12
2022-01-13,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,45867316.83
2022-01-13,ENEL COLOMBIA SA ESP,41026676.45
2022-01-13,ENERCO S.A. E.S.P.,31852.1
2022-01-13,ENERGETICA S.A. E.S.P.,26420.1
2022-01-13,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,175753.2
2022-01-13,ENERGIA DEL SUROESTE S.A. E.S.P.,101104.0
2022-01-13,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,46819.409999999996
2022-01-13,ESPACIO PRODUCTIVO S.A.S. E.S.P.,180269.55
