Fecha,Agente Representante,Total Generado
2022-10-20,VATIA S.A. E.S.P.,609669.44
2022-10-21,4E GROUP S.A.S E.S.P.,4798.200000000001
2022-10-21,AES COLOMBIA & CIA. S.C.A. E.S.P.,12788990.61
2022-10-21,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,123747.04999999999
2022-10-21,AURES BAJO S.A.S. E.S.P.,416241.9
2022-10-21,BIOGAS COLOMBIA S.A.S. E.S.P ,9368.04
2022-10-21,CCG ENERGY S.A.S. E.S.P.,31876.0
2022-10-21,CELSIA COLOMBIA S.A. E.S.P.,20110742.44
2022-10-21,CEMEX ENERGY S.A.S E.S.P.,102409.20000000001
2022-10-21,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,105144.6
2022-10-21,CENTRAL HIDROELÉCTRICA ZEUS SAS ESP,235109.18
2022-10-21,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,234073.01
2022-10-21,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,264843.93
2022-10-21,COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A. E.S.P.,3610681.5
2022-10-21,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,11459.98
2022-10-21,DEPI ENERGY S.A.S. E.S.P.,35672.72
2022-10-21,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,66786.82
2022-10-21,EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.,47140.04
2022-10-21,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,432626.69999999995
2022-10-21,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,146305.81
2022-10-21,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,9304.420000000002
2022-10-21,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,125223.4
2022-10-21,EMPRESA URRA S.A. E.S.P.,4550904.649999999
2022-10-21,EMPRESAS PUBLICAS DE CALARCA ESP,26433.190000000002
2022-10-21,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,59917857.379999995
2022-10-21,ENEL COLOMBIA SA ESP,27705833.59
2022-10-21,ENERCO S.A. E.S.P.,89939.95999999999
2022-10-21,ENERGETICA S.A. E.S.P.,12155.7
2022-10-21,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,166924.72
2022-10-21,ENERGIA DEL SUROESTE S.A. E.S.P.,153421.72999999998
2022-10-21,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,24592.260000000002
2022-10-21,ERCO GENERACION S.A.S. ESP,651.56
2022-10-21,ESPACIO PRODUCTIVO S.A.S. E.S.P.,208085.85000000003
2022-10-21,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,6761.7
2022-10-21,GENERADORA ALEJANDRIA S.A.S. E.S.P.,258531.0
2022-10-21,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,2176733.79
2022-10-21,GENERPUTUMAYO S.A.S. E.S.P.,20443.65
2022-10-21,GENERSA S.A.S. E.S.P.,163752.0
2022-10-21,GESTION ENERGETICA S.A. E.S.P.,1497441.0
2022-10-21,GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.,55647.95
2022-10-21,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,2435233.66
2022-10-21,HIDROENERGIA DE LA MONTAÑA S.A.S E.S.P,291061.6
2022-10-21,HIDROTOLIMA S.A. E.S.P.,131491.32
2022-10-21,HZ ENERGY S.A.S. E.S.P.,159803.3
2022-10-21,IAC ENERGY S.A.S. E.S.P.,65968.59999999999
2022-10-21,ISAGEN S.A. E.S.P.,60398121.22
2022-10-21,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,813957.83
2022-10-21,P.CH EL COCUYO SAS ESP,10358.88
2022-10-21,PROELECTRICA S.A.S E.S.P.,990459.54
2022-10-21,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,709992.0
2022-10-21,RIOPAILA ENERGÍA S.A.S. E.S.P.,87838.5
2022-10-21,RISARALDA ENERGIA S.A.S. E.S.P.,415428.0
2022-10-21,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,11429.0
2022-10-21,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,21682.98
2022-10-21,TERMO MECHERO MORRO S.A.S E.S.P ,1382617.04
2022-10-21,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,6909707.059999999
2022-10-21,TERMONORTE S.A.S. E.S.P.,933972.3999999999
2022-10-21,TERMOPIEDRAS S.A. E.S.P.,39872.96
2022-10-21,TERMOTASAJERO DOS S.A. E.S.P. ,3227817.1
2022-10-21,TERMOTASAJERO S.A. E.S.P.,2817890.1
2022-10-21,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,3540717.33
2022-10-21,VATIA S.A. E.S.P.,632273.6
2022-10-22,4E GROUP S.A.S E.S.P.,3333.6
2022-10-22,AES COLOMBIA & CIA. S.C.A. E.S.P.,15074703.29
2022-10-22,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,99888.07
2022-10-22,AURES BAJO S.A.S. E.S.P.,416584.19999999995
2022-10-22,BIOGAS COLOMBIA S.A.S. E.S.P ,17344.800000000003
2022-10-22,CCG ENERGY S.A.S. E.S.P.,24230.0
2022-10-22,CELSIA COLOMBIA S.A. E.S.P.,16850048.82
2022-10-22,CEMEX ENERGY S.A.S E.S.P.,91449.0
2022-10-22,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,109714.0
2022-10-22,CENTRAL HIDROELÉCTRICA ZEUS SAS ESP,237146.54000000004
2022-10-22,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,316772.01
2022-10-22,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,241436.24
2022-10-22,COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A. E.S.P.,2036139.1800000002
2022-10-22,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,14483.66
2022-10-22,DEPI ENERGY S.A.S. E.S.P.,35347.02
2022-10-22,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,54525.72
2022-10-22,ELECTRIFICADORA DEL META S.A. E.S.P.,102.00000000000001
2022-10-22,EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.,47320.83
2022-10-22,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,437926.19999999995
2022-10-22,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,123408.04000000002
2022-10-22,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,9277.279999999999
2022-10-22,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,60832.1
2022-10-22,EMPRESA URRA S.A. E.S.P.,4552649.81
2022-10-22,EMPRESAS PUBLICAS DE CALARCA ESP,3689.59
2022-10-22,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,55143973.64
2022-10-22,ENEL COLOMBIA SA ESP,31563406.42
2022-10-22,ENERCO S.A. E.S.P.,83304.70000000001
2022-10-22,ENERGETICA S.A. E.S.P.,11479.57
2022-10-22,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,171501.55
2022-10-22,ENERGIA DEL SUROESTE S.A. E.S.P.,130998.30000000002
2022-10-22,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,33397.979999999996
2022-10-22,ERCO GENERACION S.A.S. ESP,720.84
2022-10-22,ESPACIO PRODUCTIVO S.A.S. E.S.P.,173322.90000000002
2022-10-22,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,6458.099999999999
2022-10-22,GENERADORA ALEJANDRIA S.A.S. E.S.P.,257298.0
2022-10-22,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,2611306.99
2022-10-22,GENERPUTUMAYO S.A.S. E.S.P.,16084.01
2022-10-22,GENERSA S.A.S. E.S.P.,216691.0
2022-10-22,GESTION ENERGETICA S.A. E.S.P.,832683.5
2022-10-22,GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.,51828.66
2022-10-22,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,2394680.66
2022-10-22,HIDROENERGIA DE LA MONTAÑA S.A.S E.S.P,262873.10000000003
2022-10-22,HIDROTOLIMA S.A. E.S.P.,134287.77000000002
2022-10-22,HZ ENERGY S.A.S. E.S.P.,127462.22
2022-10-22,IAC ENERGY S.A.S. E.S.P.,92073.45
2022-10-22,ISAGEN S.A. E.S.P.,63143685.07
2022-10-22,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,830432.79
2022-10-22,P.CH EL COCUYO SAS ESP,10271.51
2022-10-22,PROELECTRICA S.A.S E.S.P.,403326.44000000006
2022-10-22,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,672696.0
2022-10-22,RIOPAILA ENERGÍA S.A.S. E.S.P.,93708.0
2022-10-22,RISARALDA ENERGIA S.A.S. E.S.P.,469201.0
2022-10-22,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,9495.2
2022-10-22,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,22135.739999999998
2022-10-22,TERMO MECHERO MORRO S.A.S E.S.P ,1385675.67
2022-10-22,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,5621194.850000001
2022-10-22,TERMONORTE S.A.S. E.S.P.,730997.6
2022-10-22,TERMOPIEDRAS S.A. E.S.P.,54392.759999999995
2022-10-22,TERMOTASAJERO DOS S.A. E.S.P. ,167099.96
2022-10-22,TERMOTASAJERO S.A. E.S.P.,0.0
2022-10-22,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,3535430.34
2022-10-22,VATIA S.A. E.S.P.,335352.16
2022-10-23,4E GROUP S.A.S E.S.P.,4089.0
2022-10-23,AES COLOMBIA & CIA. S.C.A. E.S.P.,14942928.31
2022-10-23,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,121006.99
2022-10-23,AURES BAJO S.A.S. E.S.P.,417579.39999999997
2022-10-23,BIOGAS COLOMBIA S.A.S. E.S.P ,15537.84
2022-10-23,CCG ENERGY S.A.S. E.S.P.,32587.0
2022-10-23,CELSIA COLOMBIA S.A. E.S.P.,17955682.77
2022-10-23,CEMEX ENERGY S.A.S E.S.P.,105503.40000000001
2022-10-23,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,111317.8
2022-10-23,CENTRAL HIDROELÉCTRICA ZEUS SAS ESP,236549.78
2022-10-23,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,285004.55
2022-10-23,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,263892.08
2022-10-23,COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S. ESP,84.0
2022-10-23,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,14559.220000000001
2022-10-23,DEPI ENERGY S.A.S. E.S.P.,25016.8
2022-10-23,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,51890.740000000005
2022-10-23,ELECTRIFICADORA DEL META S.A. E.S.P.,78.0
2022-10-23,EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.,33599.44
2022-10-23,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,428477.98
2022-10-23,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,109794.2
2022-10-23,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,9243.009999999998
2022-10-23,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,30914.1
2022-10-23,EMPRESA URRA S.A. E.S.P.,4563408.34
2022-10-23,EMPRESAS PUBLICAS DE CALARCA ESP,14554.529999999999
2022-10-23,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,46190738.410000004
2022-10-23,ENEL COLOMBIA SA ESP,20134035.59
2022-10-23,ENERCO S.A. E.S.P.,38662.05
2022-10-23,ENERGETICA S.A. E.S.P.,12578.33
2022-10-23,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,175260.0
2022-10-23,ENERGIA DEL SUROESTE S.A. E.S.P.,124253.29999999999
2022-10-23,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,36591.72
2022-10-23,ERCO GENERACION S.A.S. ESP,4127.76
2022-10-23,ESPACIO PRODUCTIVO S.A.S. E.S.P.,159475.05
2022-10-23,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,5940.0
2022-10-23,GENERADORA ALEJANDRIA S.A.S. E.S.P.,337043.0
2022-10-23,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,2334326.25
2022-10-23,GENERPUTUMAYO S.A.S. E.S.P.,17386.41
2022-10-23,GENERSA S.A.S. E.S.P.,215607.0
2022-10-23,GESTION ENERGETICA S.A. E.S.P.,0.0
2022-10-23,GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.,41479.630000000005
2022-10-23,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,2455649.92
2022-10-23,HIDROENERGIA DE LA MONTAÑA S.A.S E.S.P,278554.5
2022-10-23,HIDROTOLIMA S.A. E.S.P.,148989.21
2022-10-23,HZ ENERGY S.A.S. E.S.P.,128382.35999999999
2022-10-23,IAC ENERGY S.A.S. E.S.P.,85938.95999999999
2022-10-23,ISAGEN S.A. E.S.P.,60436666.66
2022-10-23,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,824602.5700000001
2022-10-23,P.CH EL COCUYO SAS ESP,9978.45
2022-10-23,PRIME TERMOFLORES S.A.S. E.S.P.,6840813.25
2022-10-23,PROELECTRICA S.A.S E.S.P.,145165.75999999998
2022-10-23,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,693720.0
2022-10-23,RIOPAILA ENERGÍA S.A.S. E.S.P.,232969.19999999998
2022-10-23,RISARALDA ENERGIA S.A.S. E.S.P.,462526.0
2022-10-23,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,7569.76
2022-10-23,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,21638.760000000002
2022-10-23,TERMO MECHERO MORRO S.A.S E.S.P ,1388367.6800000002
2022-10-23,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,4169817.8200000003
2022-10-23,TERMONORTE S.A.S. E.S.P.,566606.8999999999
2022-10-23,TERMOPIEDRAS S.A. E.S.P.,38606.94
2022-10-23,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,3542136.4
2022-10-23,VATIA S.A. E.S.P.,238003.02
2022-10-24,4E GROUP S.A.S E.S.P.,4939.200000000001
2022-10-24,AES COLOMBIA & CIA. S.C.A. E.S.P.,17497475.009999998
2022-10-24,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,66258.45999999999
2022-10-24,AURES BAJO S.A.S. E.S.P.,416859.19999999995
2022-10-24,BIOGAS COLOMBIA S.A.S. E.S.P ,7396.68
2022-10-24,CCG ENERGY S.A.S. E.S.P.,30463.0
2022-10-24,CELSIA COLOMBIA S.A. E.S.P.,18083519.73
2022-10-24,CEMEX ENERGY S.A.S E.S.P.,107017.2
2022-10-24,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,119699.8
2022-10-24,CENTRAL HIDROELÉCTRICA ZEUS SAS ESP,235476.52000000002
2022-10-24,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,382001.9
2022-10-24,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,239911.34000000003
2022-10-24,COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A. E.S.P.,0.0
2022-10-24,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,11649.93
2022-10-24,DEPI ENERGY S.A.S. E.S.P.,8076.4
2022-10-24,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,67262.26999999999
2022-10-24,EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.,50647.909999999996
2022-10-24,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,446578.16
2022-10-24,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,83093.48
2022-10-24,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,3783.73
2022-10-24,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,47765.3
2022-10-24,EMPRESA URRA S.A. E.S.P.,4555477.85
2022-10-24,EMPRESAS PUBLICAS DE CALARCA ESP,23631.910000000003
2022-10-24,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,57373819.85
2022-10-24,ENEL COLOMBIA SA ESP,32313111.44
2022-10-24,ENERCO S.A. E.S.P.,31557.199999999997
2022-10-24,ENERGETICA S.A. E.S.P.,13195.98
2022-10-24,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,175845.59999999998
2022-10-24,ENERGIA DEL SUROESTE S.A. E.S.P.,153566.59999999998
2022-10-24,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,37785.66
2022-10-24,ERCO GENERACION S.A.S. ESP,629.44
2022-10-24,ESPACIO PRODUCTIVO S.A.S. E.S.P.,154044.0
2022-10-24,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,5989.5
2022-10-24,GENERADORA ALEJANDRIA S.A.S. E.S.P.,327013.0
2022-10-24,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,3107903.37
2022-10-24,GENERPUTUMAYO S.A.S. E.S.P.,9118.62
2022-10-24,GENERSA S.A.S. E.S.P.,239818.0
2022-10-24,GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.,31549.559999999998
2022-10-24,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,2146801.13
2022-10-24,HIDROENERGIA DE LA MONTAÑA S.A.S E.S.P,289060.10000000003
2022-10-24,HIDROTOLIMA S.A. E.S.P.,144857.91
2022-10-24,HZ ENERGY S.A.S. E.S.P.,159046.76
2022-10-24,IAC ENERGY S.A.S. E.S.P.,69484.17
2022-10-24,ISAGEN S.A. E.S.P.,61748347.029999994
2022-10-24,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,665126.89
2022-10-24,P.CH EL COCUYO SAS ESP,9764.18
2022-10-24,PRIME TERMOFLORES S.A.S. E.S.P.,1929139.67
2022-10-24,PROELECTRICA S.A.S E.S.P.,663715.1799999999
2022-10-24,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,598824.0
2022-10-24,RIOPAILA ENERGÍA S.A.S. E.S.P.,153845.1
2022-10-24,RISARALDA ENERGIA S.A.S. E.S.P.,449779.0
2022-10-24,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,11741.400000000001
2022-10-24,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,21486.96
2022-10-24,TERMO MECHERO MORRO S.A.S E.S.P ,1389434.88
2022-10-24,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,4487526.18
2022-10-24,TERMONORTE S.A.S. E.S.P.,793019.8
2022-10-24,TERMOPIEDRAS S.A. E.S.P.,36949.29
2022-10-24,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,3550629.16
2022-10-24,VATIA S.A. E.S.P.,342047.67
2022-10-25,4E GROUP S.A.S E.S.P.,6080.4
2022-10-25,AES COLOMBIA & CIA. S.C.A. E.S.P.,17447453.54
2022-10-25,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,142041.84
2022-10-25,AURES BAJO S.A.S. E.S.P.,410960.8
2022-10-25,BIOGAS COLOMBIA S.A.S. E.S.P ,9595.2
2022-10-25,CCG ENERGY S.A.S. E.S.P.,25717.0
2022-10-25,CELSIA COLOMBIA S.A. E.S.P.,18670538.049999997
2022-10-25,CEMEX ENERGY S.A.S E.S.P.,84141.0
2022-10-25,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,122234.2
2022-10-25,CENTRAL HIDROELÉCTRICA ZEUS SAS ESP,235574.13
2022-10-25,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,264500.49
2022-10-25,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,278573.8
2022-10-25,COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A. E.S.P.,0.0
2022-10-25,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,10881.21
2022-10-25,DEPI ENERGY S.A.S. E.S.P.,3114.7200000000003
2022-10-25,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,66946.29000000001
2022-10-25,EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.,46557.950000000004
2022-10-25,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,498796.24000000005
2022-10-25,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,105236.42000000001
2022-10-25,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,5426.85
2022-10-25,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,99286.22
2022-10-25,EMPRESA URRA S.A. E.S.P.,4551560.68
2022-10-25,EMPRESAS PUBLICAS DE CALARCA ESP,33208.119999999995
2022-10-25,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,51165683.37
2022-10-25,ENEL COLOMBIA SA ESP,34276937.9
2022-10-25,ENERCO S.A. E.S.P.,59048.41
2022-10-25,ENERGETICA S.A. E.S.P.,14108.98
2022-10-25,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,175773.6
2022-10-25,ENERGIA DEL SUROESTE S.A. E.S.P.,130266.20000000001
2022-10-25,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,37693.259999999995
2022-10-25,ERCO GENERACION S.A.S. ESP,2167.36
2022-10-25,ESPACIO PRODUCTIVO S.A.S. E.S.P.,122775.75
2022-10-25,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,6105.0
2022-10-25,GENERADORA ALEJANDRIA S.A.S. E.S.P.,340146.0
2022-10-25,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,2913974.25
2022-10-25,GENERPUTUMAYO S.A.S. E.S.P.,14683.689999999999
2022-10-25,GENERSA S.A.S. E.S.P.,239219.0
2022-10-25,GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.,51487.39000000001
2022-10-25,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,2286669.66
2022-10-25,HIDROENERGIA DE LA MONTAÑA S.A.S E.S.P,263002.19999999995
2022-10-25,HIDROTOLIMA S.A. E.S.P.,127399.95
2022-10-25,HZ ENERGY S.A.S. E.S.P.,161647.57
2022-10-25,IAC ENERGY S.A.S. E.S.P.,80679.51999999999
2022-10-25,ISAGEN S.A. E.S.P.,65032996.480000004
2022-10-25,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,368337.7
2022-10-25,P.CH EL COCUYO SAS ESP,9854.73
2022-10-25,PROELECTRICA S.A.S E.S.P.,1641277.19
2022-10-25,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,700992.0
2022-10-25,RIOPAILA ENERGÍA S.A.S. E.S.P.,239241.59999999998
2022-10-25,RISARALDA ENERGIA S.A.S. E.S.P.,377097.0
2022-10-25,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,11469.039999999999
2022-10-25,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,22229.46
2022-10-25,TERMO MECHERO MORRO S.A.S E.S.P ,1389313.06
2022-10-25,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,7068768.29
2022-10-25,TERMONORTE S.A.S. E.S.P.,940591.8
2022-10-25,TERMOPIEDRAS S.A. E.S.P.,38672.03
2022-10-25,TERMOTASAJERO S.A. E.S.P.,0.0
2022-10-25,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,3537706.9799999995
2022-10-25,VATIA S.A. E.S.P.,509522.46
2022-10-26,4E GROUP S.A.S E.S.P.,8565.0
2022-10-26,AES COLOMBIA & CIA. S.C.A. E.S.P.,16639550.71
2022-10-26,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,92957.93
2022-10-26,AURES BAJO S.A.S. E.S.P.,412270.8
2022-10-26,CCG ENERGY S.A.S. E.S.P.,30796.0
2022-10-26,CELSIA COLOMBIA S.A. E.S.P.,18860942.72
2022-10-26,CEMEX ENERGY S.A.S E.S.P.,56597.4
2022-10-26,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,116954.20000000001
2022-10-26,CENTRAL HIDROELÉCTRICA ZEUS SAS ESP,233990.13
2022-10-26,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,389623.18
2022-10-26,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,278356.39
2022-10-26,COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A. E.S.P.,0.0
2022-10-26,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,5706.610000000001
2022-10-26,DEPI ENERGY S.A.S. E.S.P.,4004.56
2022-10-26,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,61762.25
2022-10-26,ELECTRIFICADORA DEL META S.A. E.S.P.,6.6
2022-10-26,EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.,38174.68
2022-10-26,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,440463.55000000005
2022-10-26,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,97803.08
2022-10-26,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,9448.4
2022-10-26,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,61905.6
2022-10-26,EMPRESA URRA S.A. E.S.P.,4503908.05
2022-10-26,EMPRESAS PUBLICAS DE CALARCA ESP,17121.68
2022-10-26,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,53677847.39
2022-10-26,ENEL COLOMBIA SA ESP,31539466.88
2022-10-26,ENERCO S.A. E.S.P.,70109.21
2022-10-26,ENERGETICA S.A. E.S.P.,14341.18
2022-10-26,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,175830.0
2022-10-26,ENERGIA DEL SUROESTE S.A. E.S.P.,120047.1
2022-10-26,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,39325.11
2022-10-26,ERCO GENERACION S.A.S. ESP,616.7199999999999
2022-10-26,ESPACIO PRODUCTIVO S.A.S. E.S.P.,126261.45
2022-10-26,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,6659.4
2022-10-26,GENERADORA ALEJANDRIA S.A.S. E.S.P.,359764.0
2022-10-26,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,3078311.9
2022-10-26,GENERPUTUMAYO S.A.S. E.S.P.,19818.64
2022-10-26,GENERSA S.A.S. E.S.P.,286520.0
2022-10-26,GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.,51165.85
2022-10-26,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,2564076.83
